                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.70791,                0.43797,                0.91703,                0.78394,                0.61549,                0.68582,                0.48335,                0.99885,                 0.7964,                 1.0946,              0.0081388,              0.0081388,              0.0081388
                     97,                0.70472,                0.43525,                0.91323,                0.68601,                 0.1876,                0.25264,                0.17067,                 1.9697,                 3.0928,                  1.948,               0.008119,               0.008119,               0.008119
                     98,                0.70009,                0.43071,                0.91555,                0.50897,                0.17478,                0.19898,                0.12346,                 2.4721,                 4.1491,                 2.3294,              0.0080992,              0.0080992,              0.0080992
                     99,                0.69889,                0.42458,                0.91436,                 0.7989,                0.67122,                 0.7292,                0.53792,                0.92004,                0.68589,                 1.0529,              0.0080794,              0.0080794,              0.0080794
                    100,                 0.6982,                0.42479,                0.91376,                0.83425,                0.67235,                0.73124,                0.53737,                0.92142,                0.67914,                 1.0577,              0.0080596,              0.0080596,              0.0080596
                    101,                0.69405,                0.42798,                0.91271,                0.83346,                0.65228,                0.72481,                0.53912,                0.91424,                0.67492,                 1.0519,              0.0080398,              0.0080398,              0.0080398
                    102,                0.69004,                0.42099,                0.91122,                0.66855,                0.39525,                0.45118,                0.30913,                 1.3755,                 1.6455,                 1.3542,                0.00802,                0.00802,                0.00802
                    103,                0.69041,                0.41749,                0.91039,                0.60406,                0.33852,                0.38925,                 0.2535,                 1.5625,                 1.7886,                 1.4503,              0.0080002,              0.0080002,              0.0080002
                    104,                0.67799,                0.41854,                0.90967,                0.79045,                0.65477,                0.70459,                0.51365,                0.95187,                0.72214,                 1.0724,              0.0079804,              0.0079804,              0.0079804
                    105,                0.68531,                0.41785,                 0.9104,                0.82245,                0.66286,                0.72253,                0.53324,                0.90319,                0.66828,                 1.0462,              0.0079606,              0.0079606,              0.0079606
                    106,                0.68225,                0.41038,                0.91004,                 0.6531,                0.28807,                0.34377,                0.22969,                  1.687,                 1.9153,                 1.5494,              0.0079408,              0.0079408,              0.0079408
                    107,                0.68614,                0.41516,                0.90942,                0.58416,                0.14622,                0.18854,                0.12321,                 2.2503,                 4.9932,                 2.0546,               0.007921,               0.007921,               0.007921
                    108,                 0.6765,                0.41185,                0.90383,                0.72977,                0.39188,                0.45344,                0.31833,                 1.2595,                 1.3257,                 1.2712,              0.0079012,              0.0079012,              0.0079012
